timestamp,event,actor,target,ability,modifier,source,value,unit,state,state_name
00:04:06.400,modifier_loss,bane,,,modifier_fountain_aura_buff,,,,,
00:04:06.500,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower4,,,,
00:04:06.566,modifier_loss,dragon_knight,,,modifier_fountain_aura_buff,,,,,
00:04:06.800,modifier_loss,kunkka,,,modifier_fountain_aura_buff,,,,,
00:04:07.133,modifier_loss,vengefulspirit,,,modifier_fountain_aura_buff,,,,,
00:04:07.266,modifier_loss,crystal_maiden,,,modifier_fountain_aura_buff,,,,,
00:04:07.633,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower4,,,,
00:04:08.100,modifier_loss,nevermore,,,modifier_fountain_aura_buff,,,,,
00:04:08.266,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower4,,,,
00:04:08.666,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:04:10.033,modifier_loss,drow_ranger,,,modifier_fountain_aura_buff,,,,,
00:04:10.166,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:04:10.466,modifier_gain,drow_ranger,,,modifier_tower_aura_bonus,badguys_tower4,,,,
00:04:10.600,modifier_loss,zuus,,,modifier_fountain_aura_buff,,,,,
00:04:12.466,modifier_gain,zuus,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:04:14.500,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:04:14.733,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower2_mid,,,,
00:04:15.166,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:04:15.500,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:04:15.900,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:04:16.166,cast_ability,nevermore,dota_unknown,nevermore_shadowraze1,,,1,level,,
00:04:16.500,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower2_mid,,,,
00:04:16.933,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower2_mid,,,,
00:04:18.200,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:04:18.300,modifier_loss,primal_beast,,,modifier_fountain_aura_buff,,,,,
00:04:18.733,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:04:18.733,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:04:19.200,modifier_loss,zuus,,,modifier_tower_aura_bonus,,,,,
00:04:19.666,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:04:20.033,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:04:20.200,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower2_mid,,,,
00:04:20.633,modifier_gain,primal_beast,,,modifier_tower_aura_bonus,badguys_tower3_bot,,,,
00:04:20.800,modifier_loss,drow_ranger,,,modifier_tower_aura_bonus,,,,,
00:04:21.600,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower2_mid,,,,
00:04:22.333,modifier_gain,drow_ranger,,,modifier_tower_aura_bonus,badguys_tower2_mid,,,,
00:04:22.366,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:04:24.200,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower2_bot,,,,
00:04:24.333,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower1_mid,,,,
00:04:25.133,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:04:26.466,modifier_loss,primal_beast,,,modifier_tower_aura_bonus,,,,,
00:04:26.733,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:04:28.366,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:04:28.366,modifier_gain,primal_beast,,,modifier_tower_aura_bonus,badguys_tower2_bot,,,,
00:04:28.733,modifier_loss,drow_ranger,,,modifier_tower_aura_bonus,,,,,
00:04:29.166,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower1_mid,,,,
00:04:30.000,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:04:30.233,modifier_gain,drow_ranger,,,modifier_tower_aura_bonus,badguys_tower1_mid,,,,
00:04:30.633,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:04:31.000,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower1_mid,,,,
00:04:31.933,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:04:34.133,modifier_loss,primal_beast,,,modifier_tower_aura_bonus,,,,,
00:04:35.933,modifier_gain,primal_beast,,,modifier_tower_aura_bonus,badguys_tower1_bot,,,,
00:04:41.300,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:04:41.766,modifier_loss,primal_beast,,,modifier_tower_aura_bonus,,,,,
00:04:47.366,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:04:52.266,cast_ability,nevermore,dota_unknown,nevermore_shadowraze2,,,1,level,,
00:04:54.400,cast_ability,nevermore,dota_unknown,nevermore_shadowraze1,,,1,level,,
00:04:55.200,cast_ability,primal_beast,dota_unknown,primal_beast_onslaught,,,1,level,,
00:04:55.200,modifier_gain,primal_beast,,,modifier_primal_beast_onslaught_windup,primal_beast,,,,
00:04:57.400,modifier_loss,primal_beast,,,modifier_primal_beast_onslaught_windup,,,,,
00:04:57.400,modifier_gain,primal_beast,,,modifier_primal_beast_onslaught_movement_adjustable,primal_beast,,,,
00:04:59.066,modifier_loss,primal_beast,,,modifier_primal_beast_onslaught_movement_adjustable,,,,,
00:04:59.100,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:05:00.766,cast_ability,nevermore,dota_unknown,nevermore_shadowraze3,,,1,level,,
00:05:04.000,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:05:05.266,modifier_gain,zuus,,,modifier_path_movespeed,zuus,,,,
00:05:06.166,modifier_loss,zuus,,,modifier_path_movespeed,,,,,
00:05:13.800,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:05:14.833,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:05:23.300,modifier_gain,zuus,,,modifier_tower_aura_bonus,goodguys_tower2_mid,,,,
00:05:24.900,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:05:25.966,modifier_loss,vengefulspirit,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:05:26.233,modifier_loss,crystal_maiden,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:05:26.366,modifier_loss,zuus,,,modifier_tower_aura_bonus,,,,,
00:05:28.266,modifier_gain,vengefulspirit,,,modifier_teleporting,vengefulspirit,,,,
00:05:28.300,modifier_gain,crystal_maiden,,,modifier_teleporting,crystal_maiden,,,,
00:05:28.300,modifier_gain,dragon_knight,,,modifier_teleporting,dragon_knight,,,,
00:05:31.266,modifier_loss,vengefulspirit,,,modifier_teleporting,,,,,
00:05:31.300,modifier_loss,crystal_maiden,,,modifier_teleporting,,,,,
00:05:31.300,modifier_gain,vengefulspirit,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:31.300,modifier_gain,crystal_maiden,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:31.300,modifier_loss,dragon_knight,,,modifier_teleporting,,,,,
00:05:31.333,modifier_gain,dragon_knight,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:31.500,game_state,,,,,,5,,5,unknown
00:05:31.533,modifier_gain,kunkka,,,modifier_teleporting,kunkka,,,,
00:05:31.566,modifier_gain,bloodseeker,,,modifier_teleporting,bloodseeker,,,,
00:05:31.600,modifier_gain,bane,,,modifier_teleporting,bane,,,,
00:05:32.900,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:05:34.533,modifier_loss,kunkka,,,modifier_teleporting,,,,,
00:05:34.566,modifier_gain,kunkka,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:34.566,modifier_loss,bloodseeker,,,modifier_teleporting,,,,,
00:05:34.600,modifier_gain,bloodseeker,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:34.600,modifier_loss,bane,,,modifier_teleporting,,,,,
00:05:34.633,modifier_gain,bane,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:05:39.966,modifier_loss,dragon_knight,,,modifier_fountain_aura_buff,,,,,
00:05:40.133,modifier_loss,crystal_maiden,,,modifier_fountain_aura_buff,,,,,
00:05:40.633,modifier_loss,vengefulspirit,,,modifier_fountain_aura_buff,,,,,
00:05:41.666,cast_ability,primal_beast,dota_unknown,primal_beast_onslaught,,,1,level,,
00:05:41.666,modifier_gain,primal_beast,,,modifier_primal_beast_onslaught_windup,primal_beast,,,,
00:05:42.433,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower3_bot,,,,
00:05:42.966,modifier_loss,bane,,,modifier_fountain_aura_buff,,,,,
00:05:43.366,modifier_loss,bloodseeker,,,modifier_fountain_aura_buff,,,,,
00:05:43.366,modifier_loss,kunkka,,,modifier_fountain_aura_buff,,,,,
00:05:43.866,modifier_loss,primal_beast,,,modifier_primal_beast_onslaught_windup,,,,,
00:05:43.866,modifier_gain,primal_beast,,,modifier_primal_beast_onslaught_movement_adjustable,primal_beast,,,,
00:05:44.066,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower3_bot,,,,
00:05:44.133,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower3_top,,,,
00:05:44.833,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:05:45.200,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:05:45.200,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower3_top,,,,
00:05:45.233,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:05:45.533,modifier_loss,primal_beast,,,modifier_primal_beast_onslaught_movement_adjustable,,,,,
00:05:47.700,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:05:48.400,cast_ability,nevermore,dota_unknown,nevermore_shadowraze3,,,1,level,,
00:05:49.800,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower2_bot,,,,
00:05:50.266,modifier_loss,drow_ranger,,,modifier_tower_aura_bonus,,,,,
00:05:50.733,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:05:51.066,modifier_gain,creep_goodguys_melee,,,modifier_drow_ranger_frost_arrows_slow,drow_ranger,,,,
00:05:51.433,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:05:51.733,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:05:51.933,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:05:52.500,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:05:52.566,modifier_loss,creep_goodguys_melee,,,modifier_drow_ranger_frost_arrows_slow,,,,,
00:05:53.466,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower3_mid,,,,
00:05:53.533,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower2_top,,,,
00:05:53.866,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:05:53.966,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:05:54.933,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:05:55.266,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:05:56.100,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:05:57.266,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower1_bot,,,,
00:05:59.100,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:05:59.666,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:05:59.800,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:06:00.566,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower2_mid,,,,
00:06:00.766,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower2_bot,,,,
00:06:01.066,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:02.200,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower1_top,,,,
00:06:02.633,modifier_gain,crystal_maiden,,,modifier_path_movespeed,crystal_maiden,,,,
00:06:02.766,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:06:05.700,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:06:05.966,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:06.600,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:06:07.200,modifier_loss,crystal_maiden,,,modifier_path_movespeed,,,,,
00:06:07.666,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:08.500,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:06:08.700,modifier_loss,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:06:08.700,modifier_loss,drow_ranger,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:06:08.700,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:06:08.700,modifier_gain,drow_ranger,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:06:09.033,modifier_gain,vengefulspirit,,,modifier_path_movespeed,vengefulspirit,,,,
00:06:09.433,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:11.133,modifier_loss,vengefulspirit,,,modifier_path_movespeed,,,,,
00:06:16.866,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:17.400,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:17.966,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:18.866,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower1_top,,,,
00:06:19.200,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:06:19.800,modifier_loss,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:06:21.300,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower1_top,,,,
00:06:22.066,modifier_loss,bloodseeker,,,modifier_tower_aura_bonus,,,,,
00:06:23.200,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:23.500,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:06:24.866,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:27.900,cast_ability,bane,dragon_knight,bane_brain_sap,,,1,level,,
00:06:29.166,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:29.433,modifier_gain,vengefulspirit,,,modifier_tower_aura_bonus,badguys_tower1_top,,,,
00:06:31.566,modifier_gain,zuus,,,modifier_ancient_rock_golem_weakening,neutral_rock_golem,,,,
00:06:32.566,modifier_loss,zuus,,,modifier_ancient_rock_golem_weakening,,,,,
00:06:33.633,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:35.166,modifier_gain,zuus,,,modifier_tower_aura_bonus,goodguys_tower1_top,,,,
00:06:35.733,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:37.766,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:39.366,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:39.733,modifier_loss,zuus,,,modifier_tower_aura_bonus,,,,,
00:06:40.800,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:42.600,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower1_top,,,,
00:06:43.566,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:44.966,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:06:46.600,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:47.533,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:06:47.666,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:06:47.666,modifier_loss,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:06:48.200,modifier_gain,zuus,,,modifier_ancient_rock_golem_weakening,neutral_rock_golem,,,,
00:06:48.233,modifier_gain,vengefulspirit,,,modifier_teleporting,vengefulspirit,,,,
00:06:48.233,modifier_loss,vengefulspirit,,,modifier_teleporting,,,,,
00:06:48.300,modifier_gain,dragon_knight,,,modifier_teleporting,dragon_knight,,,,
00:06:48.366,modifier_gain,crystal_maiden,,,modifier_teleporting,crystal_maiden,,,,
00:06:48.466,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:06:48.866,modifier_loss,zuus,,,modifier_ancient_rock_golem_weakening,,,,,
00:06:50.033,modifier_gain,zuus,,,modifier_ancient_rock_golem_weakening,neutral_rock_golem,,,,
00:06:51.300,modifier_loss,dragon_knight,,,modifier_teleporting,,,,,
00:06:51.333,modifier_gain,dragon_knight,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:06:51.366,modifier_loss,crystal_maiden,,,modifier_teleporting,,,,,
00:06:51.366,modifier_gain,crystal_maiden,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:06:51.500,cast_ability,vengefulspirit,bloodseeker,vengefulspirit_magic_missile,,,1,level,,
00:06:51.600,modifier_gain,kunkka,,,modifier_teleporting,kunkka,,,,
00:06:51.700,modifier_gain,bane,,,modifier_teleporting,bane,,,,
00:06:51.833,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:06:51.833,modifier_gain,bloodseeker,,,modifier_stunned,vengefulspirit,,,,
00:06:52.466,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:06:53.033,modifier_loss,bloodseeker,,,modifier_stunned,,,,,
00:06:54.366,cast_ability,zuus,neutral_granite_golem,zuus_arc_lightning,,,1,level,,
00:06:54.433,modifier_loss,vengefulspirit,,,modifier_tower_aura_bonus,,,,,
00:06:54.533,cast_ability,drow_ranger,dota_unknown,drow_ranger_wave_of_silence,,,1,level,,
00:06:54.533,modifier_gain,drow_ranger,,,modifier_drow_ranger_wave_of_silence_buff,drow_ranger,,,,
00:06:54.533,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,drow_ranger,,,,
00:06:54.533,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,drow_ranger,,,,
00:06:54.566,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,drow_ranger,,,,
00:06:54.566,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,drow_ranger,,,,
00:06:54.600,modifier_loss,kunkka,,,modifier_teleporting,,,,,
00:06:54.600,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,drow_ranger,,,,
00:06:54.600,modifier_gain,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,drow_ranger,,,,
00:06:54.633,modifier_gain,kunkka,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:06:54.700,modifier_loss,bane,,,modifier_teleporting,,,,,
00:06:54.700,modifier_gain,kunkka,,,modifier_teleporting,kunkka,,,,
00:06:54.700,modifier_loss,kunkka,,,modifier_teleporting,,,,,
00:06:54.733,modifier_gain,bane,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:06:54.800,modifier_gain,creep_goodguys_ranged,,,modifier_drowranger_wave_of_silence,drow_ranger,,,,
00:06:54.800,modifier_gain,creep_goodguys_ranged,,,modifier_drowranger_wave_of_silence_knockback,drow_ranger,,,,
00:06:54.933,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,,,,,
00:06:54.966,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,,,,,
00:06:55.000,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence_knockback,,,,,
00:06:55.200,modifier_loss,creep_goodguys_ranged,,,modifier_drowranger_wave_of_silence_knockback,,,,,
00:06:57.533,modifier_loss,drow_ranger,,,modifier_drow_ranger_wave_of_silence_buff,,,,,
00:06:57.533,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,,,,,
00:06:57.566,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,,,,,
00:06:57.600,modifier_loss,creep_goodguys_melee,,,modifier_drowranger_wave_of_silence,,,,,
00:06:57.800,modifier_loss,creep_goodguys_ranged,,,modifier_drowranger_wave_of_silence,,,,,
00:06:59.866,modifier_loss,dragon_knight,,,modifier_fountain_aura_buff,,,,,
00:07:00.000,cast_ability,nevermore,dota_unknown,nevermore_frenzy,,,1,level,,
00:07:00.000,modifier_gain,nevermore,,,modifier_nevermore_frenzy,nevermore,,,,
00:07:00.733,modifier_loss,crystal_maiden,,,modifier_fountain_aura_buff,,,,,
00:07:01.766,modifier_gain,zuus,,,modifier_tower_aura_bonus,goodguys_tower1_top,,,,
00:07:02.500,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower3_top,,,,
00:07:02.566,modifier_gain,bloodseeker,,,modifier_teleporting,bloodseeker,,,,
00:07:02.866,modifier_loss,kunkka,,,modifier_fountain_aura_buff,,,,,
00:07:04.666,modifier_loss,zuus,,,modifier_ancient_rock_golem_weakening,,,,,
00:07:04.700,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower3_top,,,,
00:07:04.700,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower3_top,,,,
00:07:05.200,modifier_loss,zuus,,,modifier_tower_aura_bonus,,,,,
00:07:05.566,modifier_loss,bloodseeker,,,modifier_teleporting,,,,,
00:07:05.600,modifier_gain,bloodseeker,,,modifier_fountain_aura_buff,dota_fountain,,,,
00:07:06.133,modifier_loss,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:07:06.133,modifier_loss,drow_ranger,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:07:06.166,modifier_gain,drow_ranger,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:07:06.166,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:07:06.866,modifier_loss,bane,,,modifier_fountain_aura_buff,,,,,
00:07:07.066,modifier_gain,bane,,,modifier_tower_aura_bonus,goodguys_tower4,,,,
00:07:07.833,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:07:08.000,modifier_gain,nevermore,,,modifier_nevermore_feast_of_souls_linger,nevermore,,,,
00:07:08.000,modifier_loss,nevermore,,,modifier_nevermore_frenzy,,,,,
00:07:10.400,modifier_gain,nevermore,,,modifier_tower_aura_bonus,goodguys_tower1_bot,,,,
00:07:11.233,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:07:11.266,modifier_loss,crystal_maiden,,,modifier_tower_aura_bonus,,,,,
00:07:12.700,modifier_gain,dragon_knight,,,modifier_tower_aura_bonus,badguys_tower2_top,,,,
00:07:13.033,modifier_gain,kunkka,,,modifier_tower_aura_bonus,goodguys_tower2_top,,,,
00:07:13.033,modifier_loss,nevermore,,,modifier_tower_aura_bonus,,,,,
00:07:15.066,modifier_gain,vengefulspirit,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:07:15.233,modifier_loss,bloodseeker,,,modifier_fountain_aura_buff,,,,,
00:07:15.400,cast_ability,zuus,creep_badguys_melee,zuus_arc_lightning,,,1,level,,
00:07:16.000,modifier_loss,nevermore,,,modifier_nevermore_feast_of_souls_linger,,,,,
00:07:16.733,modifier_gain,bloodseeker,,,modifier_tower_aura_bonus,goodguys_tower3_bot,,,,
00:07:17.566,modifier_gain,crystal_maiden,,,modifier_tower_aura_bonus,badguys_tower2_top,,,,
00:07:18.366,modifier_loss,dragon_knight,,,modifier_tower_aura_bonus,,,,,
00:07:18.866,modifier_loss,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,,,,,
00:07:19.300,modifier_loss,kunkka,,,modifier_tower_aura_bonus,,,,,
00:07:19.766,modifier_gain,creep_badguys_ranged,,,modifier_drow_ranger_marksmanship_aura_bonus,drow_ranger,,,,
00:07:19.866,modifier_loss,bane,,,modifier_tower_aura_bonus,,,,,
00:07:20.666,cast_ability,zuus,creep_badguys_ranged,zuus_arc_lightning,,,1,level,,
